Date,north,south,east,west,central,PSI_Max,PSI_Avg
2024-11-02,56,55,48,62,63,63,56.8
2024-11-03,54,52,42,59,58,59,53.0
2024-11-04,58,53,51,57,59,59,55.6
2024-11-05,56,51,52,58,58,58,55.0
2024-11-06,58,50,53,61,57,61,55.8
2024-11-07,54,51,53,54,54,54,53.2
2024-11-08,57,53,53,55,58,58,55.2
2024-11-09,55,50,51,56,57,57,53.8
2024-11-10,55,51,49,61,60,61,55.2
2024-11-11,55,44,46,55,60,60,52.0
2024-11-12,63,58,54,61,67,67,60.6
2024-11-13,62,58,54,56,63,63,58.6
2024-11-14,54,52,54,55,55,55,54.0
2024-11-15,61,49,52,53,60,61,55.0
2024-11-16,62,54,54,55,64,64,57.8
2024-11-17,53,46,45,52,56,56,50.4
2024-11-18,44,28,33,44,52,52,40.2
2024-11-19,31,25,33,31,34,34,30.8
2024-11-20,34,32,37,41,36,41,36.0
2024-11-21,42,32,42,40,40,42,39.2
2024-11-22,57,33,41,47,51,57,45.8
2024-11-23,57,30,36,32,50,57,41.0
2024-11-24,42,35,35,43,39,43,38.8
2024-11-25,52,35,41,45,52,52,45.0
2024-11-26,55,33,45,51,52,55,47.2
2024-11-27,51,44,48,47,52,52,48.4
2024-11-28,51,45,49,48,53,53,49.2
2024-11-29,44,44,39,51,54,54,46.4
2024-11-30,49,39,41,39,52,52,44.0
2024-12-01,48,39,44,41,52,52,44.8
2024-12-02,41,35,43,37,42,43,39.6
2024-12-03,45,45,44,46,51,51,46.2
2024-12-04,52,52,45,53,53,53,51.0
2024-12-05,52,40,41,51,51,52,47.0
2024-12-06,53,42,49,53,51,53,49.6
2024-12-07,43,38,48,54,49,54,46.4
2024-12-08,42,30,42,51,48,51,42.6
2024-12-09,39,25,38,28,27,39,31.4
2024-12-10,42,23,30,24,23,42,28.4
2024-12-11,47,30,38,48,44,48,41.4
2024-12-12,55,40,53,53,54,55,51.0
2024-12-13,55,45,56,54,55,56,53.0
2024-12-14,54,49,61,52,56,61,54.4
2024-12-15,54,47,60,55,57,60,54.6
2024-12-16,48,39,56,54,54,56,50.2
2024-12-17,48,36,48,44,42,48,43.6
2024-12-18,40,32,31,26,32,40,32.2
2024-12-19,42,32,34,39,38,42,37.0
2024-12-20,51,41,56,43,46,56,47.4
2024-12-21,54,53,59,54,56,59,55.2
2024-12-22,54,53,56,53,54,56,54.0
2024-12-23,49,52,54,56,58,58,53.8
2024-12-24,47,51,53,54,57,57,52.4
2024-12-25,44,42,52,55,53,55,49.2
2024-12-26,53,40,54,56,54,56,51.4
2024-12-27,53,44,55,59,55,59,53.2
2024-12-28,42,33,52,55,52,55,46.8
2024-12-29,38,28,47,45,41,47,39.8
2024-12-30,33,28,36,32,31,36,32.0
2024-12-31,36,31,35,30,33,36,33.0
2025-01-01,34,31,35,31,34,35,33.0
