Date,north,south,east,west,central,PSI_Max,PSI_Avg
2017-07-28,62,62,61,61,59,62,61.0
2017-07-29,63,65,63,65,61,65,63.4
2017-07-30,56,56,53,58,53,58,55.2
2017-07-31,44,50,45,34,36,50,41.8
2017-08-01,54,56,54,36,53,56,50.6
2017-08-02,59,60,58,45,58,60,56.0
2017-08-03,60,60,59,52,58,60,57.8
2017-08-04,56,56,56,57,53,57,55.6
2017-08-05,54,55,54,57,54,57,54.8
2017-08-06,54,56,54,57,54,57,55.0
2017-08-07,47,51,46,50,45,51,47.8
2017-08-08,52,48,45,47,42,52,46.8
2017-08-09,53,50,48,39,45,53,47.0
2017-08-10,58,54,56,56,53,58,55.4
2017-08-11,56,54,55,56,52,56,54.6
2017-08-12,56,55,52,40,48,56,50.2
2017-08-13,53,52,52,30,47,53,46.8
2017-08-14,54,38,48,50,41,54,46.2
2017-08-15,54,35,47,48,41,54,45.0
2017-08-16,57,51,52,51,52,57,52.6
2017-08-17,59,59,58,57,56,59,57.8
2017-08-18,57,57,55,57,53,57,55.8
2017-08-19,57,52,54,57,54,57,54.8
2017-08-20,51,47,48,51,44,51,48.2
2017-08-21,40,37,39,41,35,41,38.4
2017-08-22,54,44,46,48,45,54,47.4
2017-08-23,58,57,56,55,54,58,56.0
2017-08-24,58,57,55,54,54,58,55.6
2017-08-25,53,53,52,50,51,53,51.8
2017-08-26,52,39,39,41,33,52,40.8
2017-08-27,36,45,37,34,34,45,37.2
2017-08-28,52,52,51,49,46,52,50.0
2017-08-29,66,58,58,56,59,66,59.4
2017-08-30,63,55,56,55,58,63,57.4
2017-08-31,59,40,47,59,52,59,51.4
2017-09-01,53,48,52,53,45,53,50.2
2017-09-02,65,62,61,63,59,65,62.0
2017-09-03,65,61,61,63,58,65,61.6
2017-09-04,55,53,52,53,50,55,52.6
2017-09-05,56,53,54,54,52,56,53.8
2017-09-06,56,52,52,56,52,56,53.6
2017-09-07,55,47,47,55,50,55,50.8
2017-09-08,55,44,40,56,38,56,46.6
2017-09-09,43,39,37,47,26,47,38.4
2017-09-10,60,57,57,62,56,62,58.4
2017-09-11,60,59,63,61,61,63,60.8
2017-09-12,68,66,65,70,63,70,66.4
2017-09-13,79,66,66,80,66,80,71.4
2017-09-14,70,61,63,73,60,73,65.4
2017-09-15,67,61,58,59,58,67,60.6
2017-09-16,67,62,59,56,58,67,60.4
2017-09-17,54,52,54,52,52,54,52.8
2017-09-18,44,32,34,51,30,51,38.2
2017-09-19,59,49,52,49,54,59,52.6
2017-09-20,60,53,59,47,56,60,55.0
2017-09-21,50,49,55,34,50,55,47.6
2017-09-22,62,48,45,54,50,62,51.8
2017-09-23,64,60,58,58,57,64,59.4
2017-09-24,61,59,58,57,56,61,58.2
2017-09-25,61,56,58,56,56,61,57.4
2017-09-26,61,45,51,66,54,66,55.4
2017-09-27,70,65,65,65,66,70,66.2
2017-09-28,69,64,63,65,63,69,64.8
2017-09-29,66,59,60,67,59,67,62.2
2017-09-30,54,51,56,56,51,56,53.6
2017-10-01,54,57,54,51,53,57,53.8
2017-10-02,58,58,56,55,55,58,56.4
2017-10-03,71,67,64,54,63,71,63.8
2017-10-04,71,67,63,55,63,71,63.8
2017-10-05,60,51,52,50,48,60,52.2
2017-10-06,65,53,51,65,53,65,57.4
2017-10-07,65,66,66,65,64,66,65.2
2017-10-08,63,63,66,59,64,66,63.0
2017-10-09,59,63,63,53,58,63,59.2
2017-10-10,53,55,59,35,52,59,50.8
2017-10-11,45,43,45,35,41,45,41.8
2017-10-12,51,52,50,33,43,52,45.8
2017-10-13,56,53,52,46,52,56,51.8
2017-10-14,55,50,53,45,51,55,50.8
2017-10-15,66,67,71,59,66,71,65.8
2017-10-16,66,65,69,56,65,69,64.2
2017-10-17,56,59,58,53,56,59,56.4
2017-10-18,59,56,59,63,63,63,60.0
2017-10-19,64,64,68,61,60,68,63.4
2017-10-20,71,76,78,68,75,78,73.6
2017-10-21,75,77,75,72,75,77,74.8
2017-10-22,76,74,73,73,75,76,74.2
2017-10-23,67,68,65,63,65,68,65.6
2017-10-24,72,74,73,70,72,74,72.2
2017-10-25,70,80,72,75,76,80,74.6
2017-10-26,64,74,66,69,70,74,68.6
2017-10-27,67,74,73,62,75,75,70.2
2017-10-28,65,68,71,56,66,71,65.2
2017-10-29,56,58,58,54,57,58,56.6
2017-10-30,52,53,55,35,53,55,49.6
2017-10-31,53,51,53,34,49,53,48.0
2017-11-01,66,67,66,61,63,67,64.6
2017-11-02,65,65,67,60,62,67,63.8
2017-11-03,59,59,64,53,61,64,59.2
2017-11-04,54,57,55,44,52,57,52.4
2017-11-05,53,57,52,41,51,57,50.8
2017-11-06,52,54,54,46,56,56,52.4
2017-11-07,54,58,59,51,57,59,55.8
2017-11-08,56,62,57,51,57,62,56.6
2017-11-09,57,53,59,38,52,59,51.8
2017-11-10,55,51,59,39,48,59,50.4
2017-11-11,52,55,57,42,53,57,51.8
2017-11-12,56,57,59,42,56,59,54.0
2017-11-13,57,52,58,50,53,58,54.0
2017-11-14,60,58,62,55,60,62,59.0
2017-11-15,56,51,58,51,53,58,53.8
2017-11-16,62,68,71,62,63,71,65.2
2017-11-17,62,68,69,62,63,69,64.8
2017-11-18,57,58,58,53,54,58,56.0
2017-11-19,55,53,56,51,52,56,53.4
2017-11-20,59,55,58,54,55,59,56.2
2017-11-21,60,57,59,53,57,60,57.2
2017-11-22,59,58,68,60,57,68,60.4
2017-11-23,56,57,63,57,55,63,57.6
2017-11-24,38,31,51,31,32,51,36.6
2017-11-25,30,39,51,37,31,51,37.6
2017-11-26,43,38,46,36,41,46,40.8
2017-11-27,43,33,43,33,38,43,38.0
2017-11-28,48,33,43,39,31,48,38.8
2017-11-29,51,36,47,43,38,51,43.0
2017-11-30,41,30,37,51,35,51,38.8
2017-12-01,47,44,50,46,42,50,45.8
2017-12-02,41,42,57,48,45,57,46.6
2017-12-03,44,51,58,35,52,58,48.0
2017-12-04,52,54,55,55,52,55,53.6
2017-12-05,56,64,60,64,56,64,60.0
2017-12-06,55,61,58,61,57,61,58.4
2017-12-07,52,57,54,49,55,57,53.4
2017-12-08,38,43,54,42,40,54,43.4
2017-12-09,45,37,48,35,43,48,41.6
2017-12-10,59,62,63,59,60,63,60.6
2017-12-11,58,60,62,57,60,62,59.4
2017-12-12,57,56,63,55,57,63,57.6
2017-12-13,58,56,63,55,54,63,57.2
2017-12-14,58,56,62,63,56,63,59.0
2017-12-15,63,60,61,60,61,63,61.0
2017-12-16,61,56,56,57,56,61,57.2
2017-12-17,61,55,55,54,55,61,56.0
2017-12-18,60,53,53,46,55,60,53.4
2017-12-19,61,54,53,49,56,61,54.6
2017-12-20,61,54,56,54,56,61,56.2
2017-12-21,63,57,59,54,59,63,58.4
2017-12-22,63,57,59,53,58,63,58.0
2017-12-23,56,54,56,55,54,56,55.0
2017-12-24,43,38,48,48,40,48,43.4
2017-12-25,42,47,52,46,40,52,45.4
2017-12-26,41,47,52,44,39,52,44.6
2017-12-27,37,52,55,34,52,55,46.0
2017-12-28,36,50,47,32,50,50,43.0
2017-12-29,43,49,52,40,52,52,47.2
2017-12-30,43,46,51,37,51,51,45.6
2017-12-31,42,44,51,34,49,51,44.0
2018-01-01,33,29,41,20,28,41,30.2
2018-01-02,33,26,31,24,26,33,28.0
2018-01-03,53,51,47,38,45,53,46.8
2018-01-04,53,50,48,40,51,53,48.4
2018-01-05,53,46,55,33,52,55,47.8
2018-01-06,57,58,57,62,57,62,58.2
2018-01-07,62,56,56,61,56,62,58.2
2018-01-08,61,46,53,53,52,61,53.0
2018-01-09,54,52,53,55,52,55,53.2
2018-01-10,53,52,54,51,51,54,52.2
2018-01-11,45,38,52,34,34,52,40.6
2018-01-12,36,21,30,20,24,36,26.2
2018-01-13,36,25,28,24,22,36,27.0
2018-01-14,39,29,37,33,27,39,33.0
2018-01-15,37,29,37,29,33,37,33.0
2018-01-16,43,39,49,44,42,49,43.4
2018-01-17,42,39,47,42,42,47,42.4
2018-01-18,44,40,51,39,44,51,43.6
2018-01-19,55,53,57,44,54,57,52.6
2018-01-20,54,53,56,46,52,56,52.2
2018-01-21,52,52,56,43,52,56,51.0
2018-01-22,48,38,53,37,39,53,43.0
2018-01-23,52,41,52,39,46,52,46.0
2018-01-24,46,47,51,34,38,51,43.2
2018-01-25,52,42,44,32,38,52,41.6
2018-01-26,55,51,52,40,54,55,50.4
2018-01-27,52,45,52,43,53,53,49.0
2018-01-28,43,47,49,39,52,52,46.0
2018-01-29,50,40,52,39,52,52,46.6
2018-01-30,56,49,54,55,56,56,54.0
2018-01-31,58,53,55,58,57,58,56.2
2018-02-01,54,53,53,55,56,56,54.2
2018-02-02,41,44,40,34,53,53,42.4
2018-02-03,53,54,53,36,56,56,50.4
2018-02-04,54,58,55,47,59,59,54.6
2018-02-05,55,59,55,52,57,59,55.6
2018-02-06,55,58,55,52,59,59,55.8
2018-02-07,57,57,56,54,60,60,56.8
2018-02-08,57,60,58,57,63,63,59.0
2018-02-09,67,72,66,63,70,72,67.6
2018-02-10,66,71,66,63,69,71,67.0
2018-02-11,63,70,66,62,68,70,65.8
2018-02-12,68,73,69,63,71,73,68.8
2018-02-13,59,59,58,57,61,61,58.8
2018-02-14,53,56,53,52,57,57,54.2
2018-02-15,57,60,57,61,60,61,59.0
2018-02-16,64,68,58,64,68,68,64.4
2018-02-17,63,67,57,64,67,67,63.6
2018-02-18,64,69,65,63,69,69,66.0
2018-02-19,64,69,65,63,69,69,66.0
2018-02-20,52,59,52,53,59,59,55.0
2018-02-21,54,58,52,54,58,58,55.2
2018-02-22,53,57,51,53,56,57,54.0
2018-02-23,53,54,43,53,54,54,51.4
2018-02-24,56,59,46,45,55,59,52.2
2018-02-25,52,53,50,36,53,53,48.8
2018-02-26,53,57,53,43,56,57,52.4
2018-02-27,56,58,54,52,57,58,55.4
2018-02-28,54,57,54,54,53,57,54.4
2018-03-01,53,56,46,54,51,56,52.0
2018-03-02,44,53,36,52,44,53,45.8
2018-03-03,48,54,35,49,42,54,45.6
2018-03-04,55,55,43,57,45,57,51.0
2018-03-05,53,53,44,54,46,54,50.0
2018-03-06,55,55,56,56,54,56,55.2
2018-03-07,54,55,54,50,52,55,53.0
2018-03-08,48,47,42,44,42,48,44.6
2018-03-09,52,52,50,51,52,52,51.4
2018-03-10,47,53,49,51,52,53,50.4
2018-03-11,53,57,53,52,54,57,53.8
2018-03-12,57,57,55,53,58,58,56.0
2018-03-13,58,56,57,55,57,58,56.6
2018-03-14,55,58,54,56,54,58,55.4
2018-03-15,57,56,55,91,55,91,62.8
2018-03-16,57,57,55,57,54,57,56.0
2018-03-17,57,57,52,51,48,57,53.0
2018-03-18,53,54,43,50,48,54,49.6
2018-03-19,47,53,41,47,48,53,47.2
2018-03-20,54,54,51,52,47,54,51.6
2018-03-21,63,63,65,58,62,65,62.2
2018-03-22,62,63,64,58,62,64,61.8
2018-03-23,57,48,48,52,53,57,51.6
2018-03-24,57,57,53,48,52,57,53.4
2018-03-25,61,57,56,57,57,61,57.6
2018-03-26,58,55,53,54,55,58,55.0
2018-03-27,46,51,48,43,46,51,46.8
2018-03-28,51,62,53,40,52,62,51.6
2018-03-29,53,64,55,56,55,64,56.6
2018-03-30,54,61,56,56,60,61,57.4
2018-03-31,61,67,72,57,69,72,65.2
2018-04-01,65,76,71,63,65,76,68.0
2018-04-02,67,75,70,65,67,75,68.8
2018-04-03,65,68,66,60,66,68,65.0
2018-04-04,63,67,62,70,59,70,64.2
2018-04-05,63,66,61,57,59,66,61.2
2018-04-06,60,62,58,55,59,62,58.8
2018-04-07,57,61,58,54,58,61,57.6
2018-04-08,55,60,56,54,54,60,55.8
2018-04-09,55,59,53,52,54,59,54.6
2018-04-10,56,57,57,53,55,57,55.6
2018-04-11,59,56,57,53,53,59,55.6
2018-04-12,56,58,56,51,53,58,54.8
2018-04-13,51,55,47,51,48,55,50.4
2018-04-14,55,53,51,42,52,55,50.6
2018-04-15,61,61,59,53,64,64,59.6
2018-04-16,54,57,57,49,60,60,55.4
2018-04-17,54,54,53,40,56,56,51.4
2018-04-18,53,54,53,51,56,56,53.4
2018-04-19,51,54,52,49,54,54,52.0
2018-04-20,52,56,52,50,54,56,52.8
2018-04-21,53,55,48,45,53,55,50.8
2018-04-22,55,59,54,60,56,60,56.8
2018-04-23,56,56,53,60,55,60,56.0
2018-04-24,61,62,59,52,64,64,59.6
2018-04-25,62,63,60,53,65,65,60.6
2018-04-26,62,62,55,59,60,62,59.6
2018-04-27,60,66,57,59,58,66,60.0
2018-04-28,56,61,60,54,63,63,58.8
2018-04-29,63,56,60,60,63,63,60.4
2018-04-30,57,51,40,56,53,57,51.4
2018-05-01,57,57,51,54,55,57,54.8
2018-05-02,56,62,59,55,60,62,58.4
2018-05-03,69,67,64,66,63,69,65.8
2018-05-04,72,67,64,63,65,72,66.2
2018-05-05,71,66,62,59,64,71,64.4
2018-05-06,72,58,53,62,58,72,60.6
2018-05-07,68,61,59,58,61,68,61.4
2018-05-08,61,61,59,55,59,61,59.0
2018-05-09,54,55,51,53,53,55,53.2
2018-05-10,46,46,41,34,44,46,42.2
2018-05-11,54,49,37,37,50,54,45.4
2018-05-12,56,50,38,40,50,56,46.8
2018-05-13,53,46,38,42,45,53,44.8
2018-05-14,51,51,37,43,48,51,46.0
2018-05-15,45,51,37,43,49,51,45.0
2018-05-16,55,44,35,39,53,55,45.2
2018-05-17,69,62,58,58,69,69,63.2
2018-05-18,70,62,57,60,65,70,62.8
2018-05-19,61,66,61,55,63,66,61.2
2018-05-20,73,83,77,59,84,84,75.2
2018-05-21,73,79,74,59,84,84,73.8
2018-05-22,75,66,61,63,65,75,66.0
2018-05-23,63,68,62,59,65,68,63.4
2018-05-24,60,66,61,49,64,66,60.0
2018-05-25,54,54,52,43,53,54,51.2
2018-05-26,53,58,52,47,52,58,52.4
2018-05-27,53,59,52,47,55,59,53.2
2018-05-28,54,53,52,40,55,55,50.8
2018-05-29,54,53,43,50,54,54,50.8
2018-05-30,60,58,54,52,59,60,56.6
2018-05-31,61,57,56,55,59,61,57.6
2018-06-01,58,59,57,55,64,64,58.6
2018-06-02,58,60,60,58,63,63,59.8
2018-06-03,67,73,70,75,70,75,71.0
2018-06-04,66,67,64,74,63,74,66.8
2018-06-05,56,56,49,53,56,56,54.0
2018-06-06,60,60,55,56,61,61,58.4
2018-06-07,60,65,58,57,61,65,60.2
2018-06-08,63,69,62,57,64,69,63.0
2018-06-09,69,71,65,58,69,71,66.4
2018-06-10,69,73,66,62,71,73,68.2
2018-06-11,59,64,57,57,63,64,60.0
2018-06-12,56,61,57,61,58,61,58.6
2018-06-13,55,59,56,61,56,61,57.4
2018-06-14,56,52,40,53,55,56,51.2
2018-06-15,55,52,41,55,55,55,51.6
2018-06-16,52,54,43,56,54,56,51.8
2018-06-17,52,56,45,57,54,57,52.8
2018-06-18,50,56,45,56,54,56,52.2
2018-06-19,48,48,34,61,51,61,48.4
2018-06-20,52,53,42,62,54,62,52.6
2018-06-21,58,58,55,58,60,60,57.8
2018-06-22,61,62,63,57,67,67,62.0
2018-06-23,58,59,60,53,63,63,58.6
2018-06-24,52,52,53,36,55,55,49.6
2018-06-25,50,48,52,34,52,52,47.2
2018-06-26,55,52,49,54,52,55,52.4
2018-06-27,54,51,48,54,52,54,51.8
2018-06-28,50,41,38,39,45,50,42.6
2018-06-29,45,31,30,35,38,45,35.8
2018-06-30,35,31,30,51,40,51,37.4
2018-07-01,33,39,31,55,41,55,39.8
2018-07-02,51,38,31,49,45,51,42.8
2018-07-03,51,40,31,54,45,54,44.2
2018-07-04,47,53,39,54,52,54,49.0
2018-07-05,52,58,54,57,54,58,55.0
2018-07-06,59,66,61,60,63,66,61.8
2018-07-07,56,61,58,57,58,61,58.0
2018-07-08,55,57,58,55,57,58,56.4
2018-07-09,52,54,52,54,52,54,52.8
2018-07-10,47,53,50,52,45,53,49.4
2018-07-11,52,53,37,39,50,53,46.2
2018-07-12,54,57,55,53,53,57,54.4
2018-07-13,63,71,64,62,62,71,64.4
2018-07-14,65,74,68,63,65,74,67.0
2018-07-15,62,73,67,60,66,73,65.6
2018-07-16,64,70,65,61,63,70,64.6
2018-07-17,64,69,66,62,64,69,65.0
2018-07-18,61,69,64,61,61,69,63.2
2018-07-19,63,71,65,62,62,71,64.6
2018-07-20,61,67,61,62,62,67,62.6
2018-07-21,59,65,61,59,62,65,61.2
2018-07-22,55,58,55,51,56,58,55.0
2018-07-23,63,63,60,59,60,63,61.0
2018-07-24,62,66,61,60,62,66,62.2
2018-07-25,58,65,60,59,59,65,60.2
2018-07-26,54,57,51,52,54,57,53.6
2018-07-27,55,59,56,55,57,59,56.4
2018-07-28,62,73,63,64,64,73,65.2
2018-07-29,62,73,63,64,63,73,65.0
2018-07-30,63,67,63,59,61,67,62.6
2018-07-31,60,70,62,55,60,70,61.4
2018-08-01,59,68,60,54,59,68,60.0
2018-08-02,52,56,52,41,53,56,50.8
2018-08-03,56,58,56,53,55,58,55.6
2018-08-04,57,62,59,56,58,62,58.4
2018-08-05,57,60,58,55,57,60,57.4
2018-08-06,59,62,63,58,59,63,60.2
2018-08-07,67,70,67,65,67,70,67.2
2018-08-08,67,70,67,65,67,70,67.2
2018-08-09,59,63,60,56,58,63,59.2
2018-08-10,59,63,60,56,57,63,59.0
2018-08-11,64,66,63,61,65,66,63.8
2018-08-12,64,64,64,60,64,64,63.2
2018-08-13,63,67,63,60,64,67,63.4
2018-08-14,61,62,60,59,60,62,60.4
2018-08-15,60,63,62,58,62,63,61.0
2018-08-16,66,71,66,63,66,71,66.4
2018-08-17,66,70,65,62,65,70,65.6
2018-08-18,64,65,66,61,62,66,63.6
2018-08-19,66,72,69,64,68,72,67.8
2018-08-20,63,68,64,63,65,68,64.6
2018-08-21,58,60,59,56,59,60,58.4
2018-08-22,58,60,60,55,59,60,58.4
2018-08-23,61,63,60,55,60,63,59.8
2018-08-24,56,57,55,53,56,57,55.4
2018-08-25,54,56,53,53,57,57,54.6
2018-08-26,49,51,51,36,51,51,47.6
2018-08-27,59,61,58,57,60,61,59.0
2018-08-28,63,65,61,66,63,66,63.6
2018-08-29,64,64,62,65,64,65,63.8
2018-08-30,59,55,54,58,56,59,56.4
2018-08-31,54,54,49,42,53,54,50.4
2018-09-01,65,53,55,61,59,65,58.6
2018-09-02,70,54,56,68,64,70,62.4
2018-09-03,62,57,55,64,59,64,59.4
2018-09-04,57,55,52,54,56,57,54.8
2018-09-05,65,57,55,64,65,65,61.2
2018-09-06,63,63,61,65,62,65,62.8
2018-09-07,70,67,64,71,69,71,68.2
2018-09-08,71,66,60,69,69,71,67.0
2018-09-09,61,57,53,56,58,61,57.0
2018-09-10,57,58,56,54,59,59,56.8
2018-09-11,64,65,63,60,67,67,63.8
2018-09-12,59,60,58,56,61,61,58.8
2018-09-13,56,56,57,59,55,59,56.6
2018-09-14,64,65,62,64,61,65,63.2
2018-09-15,64,65,62,65,62,65,63.6
2018-09-16,61,66,64,64,63,66,63.6
2018-09-17,59,64,61,62,61,64,61.4
2018-09-18,59,59,60,59,62,62,59.8
2018-09-19,62,61,61,64,63,64,62.2
2018-09-20,65,69,66,62,65,69,65.4
2018-09-21,63,64,63,59,61,64,62.0
2018-09-22,56,52,44,52,53,56,51.4
2018-09-23,64,52,54,58,58,64,57.2
2018-09-24,60,62,64,61,60,64,61.4
2018-09-25,60,61,64,62,61,64,61.6
2018-09-26,59,61,59,60,60,61,59.8
2018-09-27,62,62,60,62,61,62,61.4
2018-09-28,60,61,59,62,60,62,60.4
2018-09-29,60,66,60,65,61,66,62.4
2018-09-30,57,64,59,63,60,64,60.6
2018-10-01,58,61,59,59,60,61,59.4
2018-10-02,60,62,59,59,59,62,59.8
2018-10-03,66,66,63,66,71,71,66.4
2018-10-04,66,66,63,64,69,69,65.6
2018-10-05,63,66,60,64,61,66,62.8
2018-10-06,64,68,63,64,64,68,64.6
2018-10-07,63,62,61,60,61,63,61.4
2018-10-08,60,56,56,54,56,60,56.4
2018-10-09,62,64,59,54,59,64,59.6
2018-10-10,62,65,62,53,60,65,60.4
2018-10-11,57,57,59,52,55,59,56.0
2018-10-12,53,53,55,45,52,55,51.6
2018-10-13,45,53,48,27,41,53,42.8
2018-10-14,55,60,57,43,54,60,53.8
2018-10-15,56,56,55,52,57,57,55.2
2018-10-16,64,66,60,63,66,66,63.8
2018-10-17,63,65,67,62,64,67,64.2
2018-10-18,61,62,67,52,62,67,60.8
2018-10-19,46,55,55,43,46,55,49.0
2018-10-20,54,56,53,44,55,56,52.4
2018-10-21,63,65,60,58,64,65,62.0
2018-10-22,66,66,65,61,67,67,65.0
2018-10-23,59,58,59,58,56,59,58.0
2018-10-24,57,56,57,55,57,57,56.4
2018-10-25,65,69,70,63,65,70,66.4
2018-10-26,75,80,75,68,75,80,74.6
2018-10-27,74,76,74,69,73,76,73.2
2018-10-28,60,62,60,59,60,62,60.2
2018-10-29,54,58,57,45,56,58,54.0
2018-10-30,54,55,55,51,54,55,53.8
2018-10-31,52,54,55,45,53,55,51.8
2018-11-01,53,54,53,47,53,54,52.0
2018-11-02,54,54,53,55,55,55,54.2
2018-11-03,58,58,54,55,57,58,56.4
2018-11-04,59,61,60,54,59,61,58.6
2018-11-05,52,53,54,41,55,55,51.0
2018-11-06,48,56,54,45,54,56,51.4
2018-11-07,44,53,52,33,44,53,45.2
2018-11-08,40,48,43,28,39,48,39.6
2018-11-09,53,62,56,59,63,63,58.6
2018-11-10,60,69,66,63,64,69,64.4
2018-11-11,55,63,62,55,58,63,58.6
2018-11-12,52,53,56,31,52,56,48.8
2018-11-13,45,53,54,28,52,54,46.4
2018-11-14,55,53,55,49,54,55,53.2
2018-11-15,57,55,55,53,61,61,56.2
2018-11-16,60,59,62,57,61,62,59.8
2018-11-17,60,59,60,60,59,60,59.6
2018-11-18,55,54,54,53,55,55,54.2
2018-11-19,54,53,53,53,55,55,53.6
2018-11-20,60,56,63,53,54,63,57.2
2018-11-21,58,55,63,52,54,63,56.4
2018-11-22,49,48,51,33,41,51,44.4
2018-11-23,51,53,53,39,48,53,48.8
2018-11-24,51,53,53,43,52,53,50.4
2018-11-25,51,57,56,43,53,57,52.0
2018-11-26,53,56,58,44,54,58,53.0
2018-11-27,52,56,56,47,55,56,53.2
2018-11-28,46,55,56,52,52,56,52.2
2018-11-29,48,54,54,51,53,54,52.0
2018-11-30,44,53,53,36,50,53,47.2
2018-12-01,36,45,47,32,42,47,40.4
2018-12-02,38,34,39,29,37,39,35.4
2018-12-03,39,43,47,20,35,47,36.8
2018-12-04,45,52,53,46,50,53,49.2
2018-12-05,41,48,46,47,46,48,45.6
2018-12-06,45,54,53,34,54,54,48.0
2018-12-07,44,57,52,51,56,57,52.0
2018-12-08,45,57,52,48,55,57,51.4
2018-12-09,49,54,54,38,53,54,49.6
2018-12-10,45,52,53,29,52,53,46.2
2018-12-11,37,50,51,31,48,51,43.4
2018-12-12,51,49,51,28,52,52,46.2
2018-12-13,51,48,52,29,52,52,46.4
2018-12-14,37,48,44,28,49,49,41.2
2018-12-15,49,52,52,30,53,53,47.2
2018-12-16,49,51,52,29,51,52,46.4
2018-12-17,52,52,38,42,48,52,46.4
2018-12-18,52,52,48,51,50,52,50.6
2018-12-19,52,58,53,53,56,58,54.4
2018-12-20,52,58,56,53,56,58,55.0
2018-12-21,54,46,52,31,41,54,44.8
2018-12-22,59,56,57,52,54,59,55.6
2018-12-23,69,69,65,60,63,69,65.2
2018-12-24,68,69,66,60,63,69,65.2
2018-12-25,62,68,65,58,61,68,62.8
2018-12-26,57,58,58,52,55,58,56.0
2018-12-27,52,52,53,33,49,53,47.8
2018-12-28,56,56,58,49,56,58,55.0
2018-12-29,56,57,57,48,56,57,54.8
2018-12-30,56,59,59,51,54,59,55.8
2018-12-31,48,55,54,43,44,55,48.8
2019-01-01,45,40,38,26,39,45,37.6
2019-01-02,54,55,55,46,53,55,52.6
2019-01-03,57,61,59,54,59,61,58.0
2019-01-04,55,60,58,53,58,60,56.8
2019-01-05,64,70,67,65,63,70,65.8
2019-01-06,63,69,65,62,62,69,64.2
2019-01-07,43,53,49,40,52,53,47.4
2019-01-08,36,52,46,30,50,52,42.8
2019-01-09,39,53,50,36,50,53,45.6
2019-01-10,42,52,50,37,49,52,46.0
2019-01-11,40,46,45,31,45,46,41.4
2019-01-12,37,49,50,39,43,50,43.6
2019-01-13,41,52,48,37,43,52,44.2
2019-01-14,41,55,53,44,52,55,49.0
2019-01-15,51,55,53,44,52,55,51.0
2019-01-16,50,53,53,46,51,53,50.6
2019-01-17,38,49,50,43,39,50,43.8
2019-01-18,37,37,38,17,31,38,32.0
2019-01-19,54,52,54,40,53,54,50.6
2019-01-20,53,52,54,53,52,54,52.8
2019-01-21,49,52,53,52,45,53,50.2
2019-01-22,45,47,51,52,44,52,47.8
2019-01-23,54,52,52,35,49,54,48.4
2019-01-24,55,60,56,53,57,60,56.2
2019-01-25,53,61,55,54,59,61,56.4
2019-01-26,54,59,55,54,57,59,55.8
2019-01-27,52,56,54,51,56,56,53.8
2019-01-28,44,52,46,39,51,52,46.4
2019-01-29,49,54,53,41,42,54,47.8
2019-01-30,45,52,54,35,47,54,46.6
2019-01-31,42,52,57,35,47,57,46.6
2019-02-01,46,52,58,45,48,58,49.8
2019-02-02,42,52,47,51,41,52,46.6
2019-02-03,35,51,42,51,45,51,44.8
2019-02-04,39,54,52,56,47,56,49.6
2019-02-05,46,54,48,58,51,58,51.4
2019-02-06,43,51,44,54,43,54,47.0
2019-02-07,49,53,49,55,49,55,51.0
2019-02-08,38,54,67,57,49,67,53.0
2019-02-09,41,54,68,55,45,68,52.6
2019-02-10,39,54,58,53,45,58,49.8
2019-02-11,40,50,56,30,47,56,44.6
2019-02-12,53,51,54,44,49,54,50.2
2019-02-13,52,53,49,47,49,53,50.0
2019-02-14,44,53,42,36,52,53,45.4
2019-02-15,45,56,45,40,52,56,47.6
2019-02-16,50,55,46,39,49,55,47.8
2019-02-17,54,54,52,51,52,54,52.6
2019-02-18,55,55,54,52,55,55,54.2
2019-02-19,54,55,53,53,54,55,53.8
2019-02-20,53,53,49,53,54,54,52.4
2019-02-21,47,55,51,53,56,56,52.4
2019-02-22,50,54,54,47,54,54,51.8
2019-02-23,52,54,53,52,57,57,53.6
2019-02-24,46,56,54,52,55,56,52.6
2019-02-25,53,56,55,52,55,56,54.2
2019-02-26,52,56,52,51,57,57,53.6
2019-02-27,40,53,51,33,54,54,46.2
2019-02-28,53,56,55,52,58,58,54.8
2019-03-01,54,58,56,53,58,58,55.8
2019-03-02,53,57,54,51,56,57,54.2
2019-03-03,50,57,53,52,56,57,53.6
2019-03-04,54,60,57,55,59,60,57.0
2019-03-05,54,63,59,56,59,63,58.2
2019-03-06,54,67,61,57,61,67,60.0
2019-03-07,52,57,55,54,55,57,54.6
2019-03-08,56,64,64,55,70,70,61.8
2019-03-09,58,66,64,58,69,69,63.0
2019-03-10,56,56,51,55,57,57,55.0
2019-03-11,54,55,55,52,57,57,54.6
2019-03-12,55,61,63,48,58,63,57.0
2019-03-13,53,59,60,55,54,60,56.2
2019-03-14,51,58,55,54,56,58,54.8
2019-03-15,53,57,57,53,57,57,55.4
2019-03-16,53,58,56,53,57,58,55.4
2019-03-17,55,57,57,59,56,59,56.8
2019-03-18,56,63,63,60,60,63,60.4
2019-03-19,56,62,61,54,59,62,58.4
2019-03-20,54,61,60,54,60,61,57.8
2019-03-21,57,59,57,54,59,59,57.2
2019-03-22,60,65,63,53,59,65,60.0
2019-03-23,61,74,69,65,64,74,66.6
2019-03-24,57,69,64,62,62,69,62.8
2019-03-25,56,71,65,61,63,71,63.2
2019-03-26,54,64,63,57,60,64,59.6
